"product_name","countries_en","additives_n","pnns_groups_2","energy_100g","fat_100g","saturated.fat_100g","carbohydrates_100g","proteins_100g","sodium_100g","nutrition.score.fr_100g","nutrition.score.uk_100g"
"Saucisse de Jambon en tranches","France",4,"Processed meat",1075,22.5,8,1,13,0.78740157480315,18,18
"Katenschinken","Germany",2,"Processed meat",986,17,7,1,20,2.16535433070866,18,18
"Salami","Other",1,"Processed meat",1265,25,10,1,19,1.37795275590551,22,22
"Jambon cuit sans couenne","Other",3,"Processed meat",418,2,0.8,1,19,0.9,5,5
"Saucisse de viande","France",4,"Processed meat",1185,26,10.4,1,12,0.905511811023622,23,23
"Lyoner","Germany",3,"Processed meat",1035,22,9,1,12,0.866141732283465,20,20
"Bockwurst","Other",3,"Processed meat",1165,25,9.9,2,12,0.748031496062992,20,20
"Käse-Aufschnitt","Germany",1,"Cheese",1335,24,15,0.3,26,0.62992125984252,14,19
"Knacks","France",3,"Processed meat",1293,28,11,2,13,1,23,23
"Jambon cuit et fumé (XXL)","France",3,"Processed meat",418,2,0.8,1,19,0.984251968503937,11,11
"Coulommiers onctueux et crémeux","France",0,"Cheese",1120,22,15,0.1,18,0.551181102362205,14,19
"Gendarme fumé","France",2,"Processed meat",1987,43,17.2,0.3,23,1.5748031496063,25,25
"Jambon supérieur avec couenne","Other",2,"Processed meat",553,5,1.9,1.5,20,0.748031496062992,5,5
"Blanc de Dinde, Cuit à l'étouffée (4 tranches)","France",7,"Processed meat",473,1.9,0.7,0.7,22.7,0.96,10,10
"Blanc de Poulet, Cuit à l'étouffée (4 tranches)","France",7,"Processed meat",440,1.9,0.6,1.2,20,0.9,4,4
"Rosette Le Césarin","France",1,"Processed meat",1514,29,12.3,3.4,22,1.5748031496063,23,23
"Lardons Fumés (Qualité supérieure)","France",4,"Processed meat",1069,20,6.6,1.1,18,1.18110236220472,18,18
"Dés de Jambon Nature","France",2,"Processed meat",544,5,1.9,2,19,0.748031496062992,5,5
"Cervelas","France",8,"Processed meat",1149,25,9.3,1.6,11,1.02362204724409,22,22
"Rillettes du Mans","France",0,"Processed meat",1711,39,14.7,0.5,15,0.456692913385827,20,20
"Saucisse sèche droite","France",2,"Processed meat",1899,38,15.2,3,26,1.65354330708661,24,24
"Grandino Pépites de Chocolat & Nougatine","France",3,"Biscuits and cakes",2132,27,12,58,7,0.49,24,24
"Barre pâtissière à la vanille et aux œufs frais ","France",5,"Biscuits and cakes",1468,12,1.7,54.5,5.2,0.531496062992126,16,16
"Pâté en croûte cocktail","France",16,"Processed meat",1372,22.4,9,22.5,8.2,0.704724409448819,19,19
"Feines in Aspik","Germany",4,"Processed meat",400,2,0.8,3,16,0.885826771653543,5,5
"Emmentaler gerieben","Germany",0,"Cheese",1612,29.5,21,0.1,30.5,0.393700787401575,13,18
"Camembert (21 % MG)","France",0,"Cheese",1126,21,14.7,0.5,20,0.590551181102362,14,19
"Camembert","Other",0,"Cheese",1100,21,15,0.5,19,0.5,13,18
"Coulommiers (23% MG)","France",0,"Cheese",1183,23,16.1,0.5,19,0.590551181102362,14,19
"Fromage Doux et Crémeux (31 % MG)","France",0,"Cheese",1479,31,21.7,0.5,19,0.62992125984252,15,20
"Bleu Village (29% MG)","France",1,"Cheese",1453,31,22,1,17,0.708661417322835,15,20
"Roquefort (31,7% MG)","France",0,"Cheese",1496,31.7,22.5,0,18.8,1.45275590551181,19,24
"Cancoillotte à L'ail, 250 Grammes, Marque Sapin D'argent","France",4,"Cheese",649,11,8,0,14.5,0.740157480314961,11,16
"Fromage au lait de chèvre pasteurisé","Other",0,"Cheese",1282,25,18,1,20,0.708661417322835,15,20
"12 petits fromages de chèvre doux","France",0,"Cheese",1038,20,14,1.5,16,0.551181102362205,14,19
"12 Portions à la crème (30 % MG)","France",3,"Cheese",1289,30,21,2,8.5,0.5,13,18
"Panaché","France",3,"Alcoholic beverages",125,0.1,0.1,6.5,0.05,0.00393700787401575,9,1
"Gaufrettes roulées chocolat noir","France",2,"Biscuits and cakes",2245,30.6,20.9,58.2,5.8,0.173228346456693,24,24
"Choco Pouce","France",3,"Biscuits and cakes",2116,25,15,62,7,0.1,21,21
"Macarons de coco","France",3,"Biscuits and cakes",1990,23,23.1,60,4.5,0.078740157480315,25,25
"Amaretti Italian Biscuits","France",1,"Biscuits and cakes",1840,10.2,0.6,77.7,6.9,0.078740157480315,15,15
"4 Knacks","France",8,"Processed meat",1193,26,9.7,0.6,13,0.905511811023622,22,22
"Hähnchenfleisch in Aspik","Germany",2,"Processed meat",317,1,0.4,2,14,0.885826771653543,4,4
"Pandoro classico","France",0,"Biscuits and cakes",1694,19.3,13.1,49.7,7.4,0.228346456692913,23,23
"RACLETTE EN TRANCHES","France",3,"Cheese",1362,26,18.2,0.5,23,1.7,19,24
"Gazpacho","Spain",0,"Soups",157,2.2,0.3,2.9,0.9,0.31496062992126,3,3
"Fuet","France",5,"Processed meat",1778,35.7,12.2,2.6,24.3,2.04724409448819,25,25
"Sondey Tostada","Other",4,"Biscuits and cakes",1820,10,5,77,6.9,0.307086614173228,12,12
"Morenazos con chocolate negro","Spain",3,"Biscuits and cakes",2133,26,15,61,6,0.192913385826772,24,24
"Petit beurre","France",0,"Biscuits and cakes",1866,12,7.5,75,7.5,0.236220472440945,19,19
"Mini saucissons secs Noix Pur Porc","France",3,"Processed meat",2184,45.8,18.3,1.8,27,1.65354330708661,25,25
"Mini chorizo doux Pur Porc","France",3,"Processed meat",2104,42.2,16.9,4,27.8,1.73228346456693,25,25
"Mini saucissons secs Nature Pur Porc","France",3,"Processed meat",2162,44.2,17.7,2,29,1.96850393700787,25,25
"Maasdam tranches (27% MG)","France",0,"Cheese",1449,27,18,0,25,0.47244094488189,14,19
"Gouda jung","Germany",0,"Cheese",1443,27.9,19,0,23.4,0.78740157480315,17,22
"Dorada","Other",1,"Biscuits and cakes",2020,19.1,9.2,70.3,6.3,0.29,20,20
"Camembert","Germany",0,"Cheese",1163,22,14,0.5,20,0.748031496062992,16,21
"Camembert zart schmelzend","Germany",0,"Cheese",881,13,8.5,0.5,23,0.78740157480315,13,18
"CATAGO 14 variétés de biscuits","Other",5,"Biscuits and cakes",2151,26.9,14.5,59.4,6.6,0.0984251968503937,25,25
"Firone","Germany",4,"Biscuits and cakes",2093,24.9,13,60.5,6.9,0.208661417322835,23,23
"6 Merguez véritables","France",6,"Processed meat",1300,28,13.1,2,13,0.590551181102362,18,18
"Saucisses de Toulouse","France",6,"Processed meat",1088,22,10,1.6,14,0.590551181102362,18,18
"Gouda jeune en tranches doux (18,8% MG)","France",3,"Cheese",1129,18.8,11.8,0,25.5,0.748031496062992,16,21
"Galette des rois pommes","France",9,"Biscuits and cakes",1527,18,9.2,44.9,4.3,0.228,15,15
"Weichkäse in Salzlake","Germany",1,"Cheese",1212,25.6,17.7,0.3,15.3,0.984251968503937,18,23
"Jambon supérieur","France",1,"Processed meat",477,3,1.1,0.8,21,0.748031496062992,5,5
"Galette des Rois Frangipane","France",5,"Biscuits and cakes",1988,28.6,15.8,48,6.1,0.279527559055118,21,21
"Mouliné de 7 légumes variés","France",1,"Soups",136,1.2,0.6,4.4,1,0.3,0,0
"chorizo espagnol","France",4,"Processed meat",1359,25,10,4,21,1.6,23,23
"Jambon supérieur Sans couenne","France",1,"Processed meat",475,2.6,0.9,0.9,21.4,0.78740157480315,4,4
"Assortiment de pains d'épices aux 3 chocolats","France",8,"Biscuits and cakes",1724,13.6,7.3,64.9,5.1,0.188976377952756,24,24
"Salsichas Frankfurt","Other",0,"Processed meat",664,11.5,4,4,10,0.8,12,12
"Grandino","Other",3,"Biscuits and cakes",2102,25,14,61,6.7,0.267716535433071,25,25
"Goûters fourrés au chocolat","Other",0,"Biscuits and cakes",2037,20,13,69,6,0.1,21,21
"Frischkäsezubereitung mit frischem Schnittlauch","Germany",3,"Cheese",1178,27,18.6,2.5,7.4,0.354330708661417,11,15
"Minirolle","Germany",2,"Cheese",1480,33.6,24.1,4,9.7,0.405511811023622,13,18
"Emmentaler in Scheiben","Germany",0,"Cheese",1566,29,18.7,0.1,29,0.196850393700787,11,16
"Mini Cakes Fraise","France",7,"Biscuits and cakes",1489,10,1.2,62,4.6,0.433070866141732,17,17
"Mini Chocolate cakes, cake fourré à la crème de cacao","France",6,"Biscuits and cakes",1826,20,2.8,58,5.3,0.433070866141732,19,19
"Jambon de la Forêt Noire","France",2,"Processed meat",977,14,6,1,26,2.16535433070866,17,17
"Petit arlequin Chocolat au lait","France",4,"Biscuits and cakes",2061,23,15,62,8,0.3,23,23
"Serrano jambon cru espagnol","France",3,"Processed meat",971,12,4.5,1,30,1.96850393700787,16,16
"Petit Saint Paulin","France",1,"Cheese",1265,25,18,0,20,0.641732283464567,15,20
"Biscuits Petit Déjeuner Céréales & chocolat","France",4,"Biscuits and cakes",1934,18,4,62.5,9,0.25,11,11
"Galettes Bretonnes","France",4,"Biscuits and cakes",2011,19,13,70,6,0.492125984251968,27,27
"Palets bretons pur beurre ","France",4,"Biscuits and cakes",2144,25,15,65,6,0.304,24,24
"Crefée mit feinen Kräutern","Germany",0,"Cheese",1009,23,16.1,3,6,0.551181102362205,16,19
"Crefée mit Paprika & Chili","Germany",1,"Cheese",980,22.5,15.7,3,5.5,0.531496062992126,14,17
"Mozzarella allégée (8,5% MG)","France",1,"Cheese",689,8.5,6,1.5,20.5,0.3,5,5
"Fromage râpé (25,8% MG)","Other",0,"Cheese",1420,25.8,16.8,2.4,25,0.669291338582677,16,21
"Camembert bio (22% MG) au lait microfiltré","France",0,"Cheese",1183,22,15,0.5,21.2,0.68,15,20
"Spanischer Serrano Schinken ","Germany",0,"Processed meat",1047,14,5.9,0.9,30,1.77165354330709,18,18
"Cent-Wafers parfum Vanille","France",2,"Biscuits and cakes",2147,27.7,21.6,59.6,5.9,0.1,25,25
"Petit Arlequin Chocolat au lait","France",4,"Biscuits and cakes",2061,23,15,62,8,0.3,23,23
"Edam","France",0,"Cheese",1277,23.3,16.3,0,24.4,0.889763779527559,17,22
"Mousse de Canard au Porto","France",2,"Processed meat",1743,41,16,3.9,9.1,0.62992125984252,21,21
"Stroopkoeken","Other",3,"Biscuits and cakes",2021,20.2,13.3,69.5,4.6,0.15748031496063,24,24
"Bio Cookies chocolat noisettes ","France",2,"Biscuits and cakes",2152,28,12,57,7,0.118110236220472,18,18
"Neufchâtel A.O.P au lait cru","France",0,"Cheese",1220,24,16,0.5,19,0.669291338582677,15,20
"Galletas saladas","Spain",0,"Biscuits and cakes",2056,22,11,65,6.9,0.748031496062992,25,25
"Morenazos","Other",1,"Biscuits and cakes",2088,22.2,13.1,68.7,5.3,0.25,24,24
"Gâteau au Crumble Pomme","France",9,"Biscuits and cakes",1613,13.7,6.8,60.3,4.2,0.295275590551181,21,21
"Cookies","France",3,"Biscuits and cakes",2132,27,12,58,7,0.49,24,24
"Camembert finesse & caractère","Other",0,"Cheese",1106,21,15,0.1,19,0.551181102362205,14,19
"Petit Beurre au Chocolat Noir","France",6,"Biscuits and cakes",2035,22.1,13.8,63.5,6.2,0.256,21,21
"Fromage pour tartiflette","France",0,"Cheese",1366,27,19,1,20,0.551181102362205,15,20
"Quart Maroilles","France",0,"Cheese",1356,27,18,0.5,21,0.78740157480315,17,22
"Speculoos","France",3,"Biscuits and cakes",2032,18.7,7.8,71.6,6.4,0.3,21,21
"Pérail, Pur brebis (26 % MG)","France",1,"Cheese",1266,26,17,0.2,17,0.6,14,19
"Petit Livarot (20,7% MG)","France",2,"Cheese",1168,20.7,14.9,0,22.9,0.728346456692913,16,21
"Saint-Nectaire laitier","France",0,"Cheese",1378,27,18,1.1,21,0.590551181102362,15,20
"Petits-beurres nappés chocolat au lait","France",3,"Biscuits and cakes",2092,23.8,12.1,62.6,7.4,0.188976377952756,22,22
"Petits-beurre nappés chocolat noir Sondey","France",3,"Biscuits and cakes",2096,24.6,15.5,60.7,6.8,0.14,19,19
"Cookies Biscuits","France",4,"Biscuits and cakes",2109,26,15,59,6.5,0.464566929133858,23,23
"Biscuits aux céréales, aux pépites de chocolat et au lait","France",4,"Biscuits and cakes",1975,19,4,64,8,0.362204724409449,12,12
"Luxury 8 month matured christmas pudding","UK",5,"Biscuits and cakes",1304,8.9,4.3,52,3.5,0.106,11,11
"Bockwurst","UK",3,"Processed meat",1204,26,9.8,2,12,0.748031496062992,20,20
"Hot Dog Sausages","France",3,"Processed meat",941,19,7.6,1,13,0.78740157480315,17,17
"Petit Clown Noir","France",4,"Biscuits and cakes",2069,23,15,63,7,0.169291338582677,24,24
"Petit Arlequin Chocolat noir","France",4,"Biscuits and cakes",2027,23,15,61,7,0.3,23,23
"Jambon cru légèrement fumé","France",3,"Processed meat",563,3,1.2,0.6,26,2,12,12
"Scamorza bianca","France",1,"Cheese",1105,17,11.1,1,27,0.830708661417323,17,22
"Fromage blanc saveur vanille","France",5,"Cheese",406,2.2,1.5,13,5.4,0.031496062992126,2,2
"Fromage blanc 20 % nature","France",0,"Cheese",305,3.3,2,3.5,7.3,0.0393700787401575,-3,-3
"Fromage Blanc 3,3%","France",0,"Cheese",316,3.3,2.3,5.1,6.3,0.0354330708661417,0,0
"Le Sfoglie, Puff Pasty","France",0,"Biscuits and cakes",2238,29.8,14.3,54.9,6.7,0.303149606299213,23,23
"Petit Brie (30 % MG)","France",0,"Cheese",1382,30,21,0.5,16,0.543307086614173,15,20
"Rôti de porc 100% filet","France",2,"Processed meat",519,3.6,1.8,1,21.7,1.00393700787402,12,12
"Danish Butter Cookies & Chocolate Chip Cookies","Germany",0,"Biscuits and cakes",2139,25,15,65,5.3,0.118110236220472,23,23
"Speisequark 40% Fett i. Tr.","Germany",0,"Cheese",596,10,6.6,4.3,9,0.0393700787401575,2,2
"Feta affinée en saumure","France",0,"Cheese",1143,23,16.1,0.7,16.5,0.866141732283465,17,22
"Biscuits sablés chocolat au lait","France",3,"Biscuits and cakes",2160,26.8,14.4,60,7.6,0.44,22,22
"Grandino chocolat noir","France",3,"Biscuits and cakes",2132,26.3,14.2,58.9,7.6,0.366141732283465,24,24
"Bacino Rote Früchte","Germany",3,"Biscuits and cakes",2012,22.6,13,62.7,5,0.366,26,26
"Pain d'épices au chocolat au lait","France",3,"Biscuits and cakes",1650,10.8,6.83,66.9,5.4,0.113,15,15
"Chorizo-Salami","Germany",2,"Processed meat",1437,30,12,1,18,1.5748031496063,24,24
"Pâte à tartiner aux noisettes et Gressins","France",1,"Biscuits and cakes",2051,21.9,7.9,63.6,7.9,0.327,24,24
"Französischer Frischkäse aus Ziegenmilch","Other",0,"Cheese",614,12,8.4,2,8,0.393700787401575,9,13
"Französischer Frischkäse aus Ziegenmilch Schnittlauch","Germany",0,"Cheese",614,12,8.4,2,8,0.393700787401575,9,13
"Allumettes de lardons Fumées","France",4,"Processed meat",1047,20,7.6,1,17,1.49606299212598,20,20
"6 pork sausages ","UK",6,"Processed meat",1336,26,10,2.6,19,0.472,16,16
"6 Cumberland Sausages","Other",3,"Processed meat",1284,23.4,8.3,2.5,21.4,0.13,10,10
"Galletas Digestive Naranja & Soja","Spain",5,"Biscuits and cakes",2011,21,10,64,6.7,0.511811023622047,18,18
"Galletas Digestive","Spain",2,"Biscuits and cakes",2025,21,10,66,6,0.62992125984252,20,20
"Galletas Digestive Avena","Spain",2,"Biscuits and cakes",2021,22,10,61,7,0.393700787401575,18,18
"Fromage de chèvre en tranches","France",2,"Cheese",1630,34,23,0,21,0.74,17,22
"Doux et crémeux 60% Fett i. Tr.","Germany",0,"Cheese",1419,31,22,0,16,0.511811023622047,14,19
"Quatre quarts ","France",4,"Biscuits and cakes",1822,24,15,48,6,0.551,27,27
"10 mini cakes aux fruits","France",10,"Biscuits and cakes",1610,13.2,1.2,60.9,4.1,0.2,14,14
"10 Gâteaux aux Pépites de Chocolat","France",6,"Biscuits and cakes",1761,19.9,4.6,53.7,5.3,0.3,16,16
"Captain Rondo Choco Duo","France",3,"Biscuits and cakes",2067,21,14,67,7,0.208661417322835,25,25
"Emmental râpé français (29,2% MG)","France",0,"Cheese",1572,29.2,20.4,0,27.8,0.3,12,17
"Biscuits pour le petit déjeuner au muesli et aux fruits","France",5,"Biscuits and cakes",1816,16,6.5,65,7,0.3,14,14
"Envitas céréales et pépites de chocolat allégés en sucres","France",4,"Biscuits and cakes",1924,16,2.6,68,7.5,0.255905511811024,8,8
"smoked pork sausage ","UK",2,"Processed meat",1004,17,5.7,0.7,21,1.10236220472441,17,17
"Barquettes fraise","France",2,"Biscuits and cakes",1480,2.1,0.5,78,4.2,0.031496062992126,14,14
"Barquettes Abricot","France",2,"Biscuits and cakes",1490,2.1,0.6,78,4.4,0.0394,14,14
"Barquettes choco-noisette","France",5,"Biscuits and cakes",2025,23,2.7,62,7,0.118110236220472,19,19
"Sfogliatine Glassate","France",3,"Biscuits and cakes",2204,30,14.1,56.5,6.7,0.275590551181102,23,23
"Madalenas quadradas","Other",3,"Biscuits and cakes",1981,27,3.4,51,6,0.4,16,16
"Cervelas à l'alsacienne","France",10,"Processed meat",1275,27.1,10.2,2,14,0.909448818897638,23,23
"Saucisse de viande fumée au bois de hêtre","France",3,"Processed meat",890,15,6,0.7,19,1.08267716535433,17,17
"Munster-Geromé (27% MG)","France",0,"Cheese",1368,27,19,1,20,0.708661417322835,16,21
"Le Gruyère","France",0,"Cheese",1643,32,19,0,27,0.590551181102362,15,20
"Gorgonzola DOP picante","Germany",0,"Cheese",1435,29.9,20.2,0.4,20.24,0.984251968503937,19,24
"Chaource AOP (22% MG) - 250 g","France",0,"Cheese",1150,22,15.8,2.5,17,0.787,16,21
"Fromage frais en Faisselle (6 % MG)","France",0,"Cheese",365,6,4.1,5.2,3.2,0.0393700787401575,4,4
"Feta","France",0,"Cheese",1120,21.2,12.2,2.4,16.8,0.984251968503937,18,23
"Saucisses de Montbéliard cuites","France",1,"Processed meat",1325,28,11,1,16,0.708661417322835,20,20
"Fromage blanc","France",0,"Cheese",299,2.9,1.8,3.5,7.8,0.04,-3,-3
"fromage  blanc nature 0% matière  grasse","France",0,"Cheese",197,0.5,0.5,5.1,6.7,0.04,-3,-3
"Boudoirs aux oeufs frais","France",1,"Biscuits and cakes",1658,3,0.9,83,7.4,0.1,14,14
"Boudoirs","France",1,"Biscuits and cakes",1649,3,0.9,83,7.4,0.031496062992126,14,14
"Galettes au beurre","France",1,"Biscuits and cakes",2014,16.3,10.4,74.7,5.9,0.188976377952756,26,26
"Pain d'Épices à l'Ancienne aux Fruits","France",3,"Biscuits and cakes",1369,1.2,0.3,74,2.5,0.216535433070866,15,15
"Bouchons du Quercy","France",0,"Cheese",1361,27,25,1.3,20,0.62992125984252,15,20
"Gouda (29% MG)","France",1,"Cheese",1511,29,19,0.5,25,0.78740157480315,17,22
"10 saucisses à griller (XXL)","France",3,"Processed meat",1147,24,9.6,1,14.1,0.885826771653543,21,21
"Emmental français râpé (28 % MG)","France",0,"Cheese",1495,28,20,0.1,27,0.354330708661417,12,17
"Ail & fines herbes","France",2,"Cheese",310,30,21,2.9,6.8,0.492125984251968,11,15
"Terrine bretonne","France",0,"Processed meat",1396,30.39,12.19,1.58,14,0.71,21,21
"Doux et crémeux 39% Fett i. Tr.","Germany",0,"Cheese",932,16,11,0,20,0.511811023622047,12,17
"Liodoro Amande","France",1,"Biscuits and cakes",2266,34.1,16,50.6,7,0.169291338582677,23,23
"Dorolio noix de coco","Other",1,"Biscuits and cakes",2330,36,21.6,52,5.2,0.2,19,19
"Liodoro Vanille","France",1,"Biscuits and cakes",2223,31.5,15.4,56.8,4.7,0.196850393700787,22,22
"Liodoro noix de coco","France",1,"Biscuits and cakes",2330,36,21.6,52,5.2,0.169291338582677,22,22
"Biscino coeur fondant au lait","France",4,"Biscuits and cakes",2196,29,19.4,58,7,0.12992125984252,26,26
"Opéra","France",3,"Biscuits and cakes",1488,23.8,13,29.2,5.6,0.0354330708661417,19,19
"2 Schokoladentörtchen mit flüssigem Kern","Germany",2,"Biscuits and cakes",1674,25.5,12,35.9,6.2,0.0944881889763779,21,21
"Saucisse sèche droite aux noisettes entières","France",2,"Processed meat",1946,40,16,1.6,25.8,1.41732283464567,24,24
"Spécialité de Sausson Sec","France",2,"Processed meat",1067,9,3,2.2,41,2.05905511811024,15,15
"Wafer thin honey roast ham slices ","UK",5,"Processed meat",553,5.8,2,0.6,19,0.641732283464567,4,4
"Fines Crêpes Dentelle","France",2,"Biscuits and cakes",1980,17,12,72,6.5,0.217,22,22
"Langres","France",1,"Cheese",1155,23,15,1.5,16,0.62992125984252,14,19
"Rillettes de Poulet rôti en marmite","France",0,"Processed meat",1284,27,8.8,0.5,15,0.551181102362205,17,17
"Saucisse de Lyon en tranches","France",4,"Processed meat",1092,23,8,1,13,0.78740157480315,18,18
"Jambon cru fumé de la forêt noire (XXL) (+25%)","France",2,"Processed meat",997,15,6.8,1,25,1.96850393700787,18,18
"Moelleux au chocolat","France",3,"Biscuits and cakes",1241,15,9.3,32,6.9,0.078740157480315,15,15
"8 cumberland sausages","UK",4,"Processed meat",922,14,5,9,14,0.551181102362205,10,10
"Clafoutis abricots au lait entier","France",7,"Biscuits and cakes",805,6,3.8,29.5,4.8,0.0393700787401575,8,8
"Jambon de Paris sans couenne (x 6 tranches)","France",2,"Processed meat",454,2.2,0.8,1.4,20.5,0.78740157480315,4,4
"10 pork chipolata sausages","Other",3,"Processed meat",1343,23.7,8.4,5.6,21.6,0.13,13,13
"Petit beurre chocolat blanc","France",4,"Biscuits and cakes",2111,24,16,64,6.9,0.2,22,22
"Sablés chocolat-coco","France",3,"Biscuits and cakes",2190,29.2,18,55.6,7.6,0.441,25,25
"Comté","France",0,"Cheese",1700,34,22,0.1,26,0.31496062992126,13,18
"Cheese for burgers","France",0,"Cheese",1511,29,19,0.5,25,0.78740157480315,17,22
"Gouda Holland mittelalt","Germany",4,"Cheese",1633,31.9,19.5,0,26.6,0.838582677165354,18,23
"Gouda Holland 4+ semaines","France",0,"Cheese",1537,30,21,0,23,0.708661417322835,16,21
"Pain d'épices","France",7,"Biscuits and cakes",1602,5.4,3.3,75.6,5.3,0.0866141732283465,17,17
"Feine Kräuter","Germany",1,"Cheese",1008,23,15.6,3.5,5.5,0.523622047244095,15,18
"Tomme de Savoie","France",0,"Cheese",1535,30,23,0.2,25,0.590551181102362,15,20
"Préparation pour gâteau Moelleux au Chocolat","France",4,"Biscuits and cakes",1447,14,8.1,46.7,7,0.346456692913386,22,22
"Préparation pour gâteau Fondant au Chocolat","France",3,"Biscuits and cakes",1695,26.3,15.4,34.9,6.5,0.09,18,18
"Le fromage doux (27 % MG)","France",1,"Cheese",1356,27,19.6,1,20,0.708661417322835,16,21
"Mature blue Stilton","UK",0,"Cheese",1712,35,23,0.5,24,0.78740157480315,18,23
"Evo Choc","France",6,"Biscuits and cakes",2149,24,11,65,7.5,0.196850393700787,25,25
"Family Brownie Chocolat noisettes","France",3,"Biscuits and cakes",2014,30,7.8,44,7.5,0.204724409448819,23,23
"Saucisson Sec","France",1,"Processed meat",1771,35,13,3,25,1.5748031496063,25,25
"Quart de jambon sec supérieur","France",1,"Processed meat",1031,15,5.7,1,27,2.20472440944882,18,18
"Crème de potiron et châtaigne","France",0,"Soups",151,1.4,0.9,4.4,0.7,0.303149606299213,3,3
"Neo","France",3,"Biscuits and cakes",2034,22,13,64,6,0.28740157480315,27,27
"Jambon de Bayonne (opération XXL 6+1 tranche gratuite)","France",1,"Processed meat",975,11.1,1.5,0.3,29,1.90944881889764,13,13
"Madeleines Pur Beurre","France",4,"Biscuits and cakes",1892,22.2,15.5,56.6,5.5,0.165354330708661,22,22
"Madeleines coquilles","France",3,"Biscuits and cakes",1897,22.1,2,57.4,5.4,0.279527559055118,15,15
"Palmiers feuilletés croustillants","France",3,"Biscuits and cakes",2233,30.5,16,58,6,0.598425196850394,26,26
"Blanc de Poulet, A la provençale (4 tranches)","France",3,"Processed meat",440,2,0.6,1.5,20,0.905511811023622,11,11
"Blanc de Poulet, Aux herbes (4 tranches)","France",3,"Processed meat",440,2,0.6,1.5,20,0.905511811023622,11,11
"Jambon cuit doré","France",3,"Processed meat",487,3,2,2,20,0.748031496062992,5,5
"Gaufrettes au chocolat et aux noisettes","France",3,"Biscuits and cakes",2015,22,15.5,60.5,8.5,0.18,20,20
"Véritable Jambon Persillé ","France",4,"Processed meat",512,4.3,1.6,0.5,20.3,0.866141732283465,11,11
